"mechanism_id","preexisting_by_baseline","correspondence_grade","orynth_candidate_mechanism","evidence_paths","executable_evidence","gap_state","adjudication_rationale","proof_binding_status","crosswalk_materialization_status"
"US-CM-000120","YES","C3","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline formally encodes the material Article II Section 1 actor, appointment, timing, disqualification, or presidential qualification dimensions for this mechanism. No exact executable proof binding is established.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000121","YES","C3","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline formally encodes the material Article II Section 1 actor, appointment, timing, disqualification, or presidential qualification dimensions for this mechanism. No exact executable proof binding is established.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000122","YES","C1","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000123","YES","C1","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000124","YES","C1","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000125","YES","C2","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline structurally represents the relevant authority class, election role, contingent-election boundary, temporal office boundary, succession boundary, or federal-state separation, but does not formally instantiate every source-defined condition of this constitutional mechanism.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000126","YES","C2","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline structurally represents the relevant authority class, election role, contingent-election boundary, temporal office boundary, succession boundary, or federal-state separation, but does not formally instantiate every source-defined condition of this constitutional mechanism.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000127","YES","C1","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000128","YES","C2","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline structurally represents the relevant authority class, election role, contingent-election boundary, temporal office boundary, succession boundary, or federal-state separation, but does not formally instantiate every source-defined condition of this constitutional mechanism.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000129","YES","C2","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline structurally represents the relevant authority class, election role, contingent-election boundary, temporal office boundary, succession boundary, or federal-state separation, but does not formally instantiate every source-defined condition of this constitutional mechanism.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000130","YES","C1","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000131","YES","C1","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000132","YES","C1","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000133","YES","C1","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000134","YES","C2","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline structurally represents the relevant authority class, election role, contingent-election boundary, temporal office boundary, succession boundary, or federal-state separation, but does not formally instantiate every source-defined condition of this constitutional mechanism.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000135","YES","C3","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline formally encodes the material Article II Section 1 actor, appointment, timing, disqualification, or presidential qualification dimensions for this mechanism. No exact executable proof binding is established.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000136","YES","C3","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline formally encodes the material Article II Section 1 actor, appointment, timing, disqualification, or presidential qualification dimensions for this mechanism. No exact executable proof binding is established.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000137","YES","C1","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000138","YES","C3","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline formally encodes the material Article II Section 1 actor, appointment, timing, disqualification, or presidential qualification dimensions for this mechanism. No exact executable proof binding is established.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000139","YES","C3","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline formally encodes the material Article II Section 1 actor, appointment, timing, disqualification, or presidential qualification dimensions for this mechanism. No exact executable proof binding is established.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000140","YES","C2","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline structurally represents the relevant authority class, election role, contingent-election boundary, temporal office boundary, succession boundary, or federal-state separation, but does not formally instantiate every source-defined condition of this constitutional mechanism.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000141","YES","C2","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline structurally represents the relevant authority class, election role, contingent-election boundary, temporal office boundary, succession boundary, or federal-state separation, but does not formally instantiate every source-defined condition of this constitutional mechanism.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000142","YES","C1","SOURCE-ANCHORED AUTHORITY / QUALIFICATION CONCEPT","02-constitutional-object-model/registry/AUTHORITY.yaml;02-constitutional-object-model/registry/QUALIFICATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000143","YES","C2","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline structurally represents the relevant authority class, election role, contingent-election boundary, temporal office boundary, succession boundary, or federal-state separation, but does not formally instantiate every source-defined condition of this constitutional mechanism.","NOT-PERFORMED","NOT-PERFORMED"
"US-CM-000144","YES","C1","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","NONE-EXACT","NOT-GAP","The PRE-CROSSWALK baseline represents the relevant constitutional object and authority concept, but the exact substantive rule, trigger, threshold, exception, procedure, destination, compensation rule, or prohibition is not independently formalized.","NOT-PERFORMED","NOT-PERFORMED"
