"candidate_id","amendment_number","amendment_roman","source_object_id","section_number","source_segment_id","source_path","source_line_start","source_line_end","candidate_text","candidate_origin","atomicity_status","split_status","interpretation_status","mechanism_status","predicate_status","crosswalk_status","review_status"
"US-AM-ATOM-CAND-000018","14","XIV","CONST.AMENDMENT.14","4","US-AM-SEG-000047","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","422","422","The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned. But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States, or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000019","14","XIV","CONST.AMENDMENT.14","5","US-AM-SEG-000049","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","426","426","The Congress shall have power to enforce, by appropriate legislation, the provisions of this article.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000020","15","XV","CONST.AMENDMENT.15","1","US-AM-SEG-000054","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","436","436","The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000021","15","XV","CONST.AMENDMENT.15","2","US-AM-SEG-000056","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","440","440","The Congress shall have power to enforce this article by appropriate legislation.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000022","16","XVI","CONST.AMENDMENT.16","","US-AM-SEG-000060","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","448","448","The Congress shall have power to lay and collect taxes on incomes, from whatever source derived, without apportionment among the several States, and without regard to any census or enumeration.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000023","17","XVII","CONST.AMENDMENT.17","","US-AM-SEG-000064","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","456","456","The Senate of the United States shall be composed of two Senators from each State, elected by the people thereof, for six years; and each Senator shall have one vote. The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000024","17","XVII","CONST.AMENDMENT.17","","US-AM-SEG-000065","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","458","458","When vacancies happen in the representation of any State in the Senate, the executive authority of such State shall issue writs of election to fill such vacancies: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000025","17","XVII","CONST.AMENDMENT.17","","US-AM-SEG-000066","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","460","460","This amendment shall not be so construed as to affect the election or term of any Senator chosen before it becomes valid as part of the Constitution.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000026","18","XVIII","CONST.AMENDMENT.18","1","US-AM-SEG-000070","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","468","468","After one year from the ratification of this article the manufacture, sale, or transportation of intoxicating liquors within, the importation thereof into, or the exportation thereof from the United States and all territory subject to the jurisdiction thereof for beverage purposes is hereby prohibited.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000027","18","XVIII","CONST.AMENDMENT.18","2","US-AM-SEG-000072","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","472","472","The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000028","18","XVIII","CONST.AMENDMENT.18","3","US-AM-SEG-000074","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","476","476","This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000029","19","XIX","CONST.AMENDMENT.19","","US-AM-SEG-000077","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","482","482","The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000030","19","XIX","CONST.AMENDMENT.19","","US-AM-SEG-000078","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","484","484","Congress shall have power to enforce this article by appropriate legislation.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000031","20","XX","CONST.AMENDMENT.20","1","US-AM-SEG-000083","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","494","494","The terms of the President and Vice President shall end at noon on the 20th day of January, and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified; and the terms of their successors shall then begin.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000032","20","XX","CONST.AMENDMENT.20","2","US-AM-SEG-000085","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","498","498","The Congress shall assemble at least once in every year, and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000033","20","XX","CONST.AMENDMENT.20","3","US-AM-SEG-000087","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","502","502","If, at the time fixed for the beginning of the term of the President, the President elect shall have died, the Vice President elect shall become President. If a President shall not have been chosen before the time fixed for the beginning of his term, or if the President elect shall have failed to qualify, then the Vice President elect shall act as President until a President shall have qualified; and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected, and such person shall act accordingly until a President or Vice President shall have qualified.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000034","20","XX","CONST.AMENDMENT.20","4","US-AM-SEG-000089","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","506","506","The Congress may by law provide for the case of the death of any of the persons from whom the House of Representatives may choose a President whenever the right of choice shall have devolved upon them, and for the case of the death of any of the persons from whom the Senate may choose a Vice President whenever the right of choice shall have devolved upon them.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000035","20","XX","CONST.AMENDMENT.20","5","US-AM-SEG-000091","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","510","510","Sections 1 and 2 shall take effect on the 15th day of October following the ratification of this article.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000036","20","XX","CONST.AMENDMENT.20","6","US-AM-SEG-000093","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","514","514","This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000037","21","XXI","CONST.AMENDMENT.21","1","US-AM-SEG-000097","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","522","522","The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000038","21","XXI","CONST.AMENDMENT.21","2","US-AM-SEG-000099","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","526","526","The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000039","21","XXI","CONST.AMENDMENT.21","3","US-AM-SEG-000101","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","530","530","This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by conventions in the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000040","22","XXII","CONST.AMENDMENT.22","1","US-AM-SEG-000105","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","538","538","No person shall be elected to the office of the President more than twice, and no person who has held the office of President, or acted as President, for more than two years of a term to which some other person was elected President shall be elected to the office of the President more than once. But this Article shall not apply to any person holding the office of President when this Article was proposed by the Congress, and shall not prevent any person who may be holding the office of President, or acting as President, during the term within which this Article becomes operative from holding the office of President or acting as President during the remainder of such term.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000041","22","XXII","CONST.AMENDMENT.22","2","US-AM-SEG-000107","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","542","542","This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission to the States by the Congress.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000042","23","XXIII","CONST.AMENDMENT.23","1","US-AM-SEG-000111","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","550","550","The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct:","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000043","23","XXIII","CONST.AMENDMENT.23","1","US-AM-SEG-000112","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","552","552","A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State; they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State; and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000044","23","XXIII","CONST.AMENDMENT.23","2","US-AM-SEG-000114","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","556","556","The Congress shall have power to enforce this article by appropriate legislation.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000045","24","XXIV","CONST.AMENDMENT.24","1","US-AM-SEG-000118","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","564","564","The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000046","24","XXIV","CONST.AMENDMENT.24","2","US-AM-SEG-000120","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","568","568","The Congress shall have power to enforce this article by appropriate legislation.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000047","25","XXV","CONST.AMENDMENT.25","1","US-AM-SEG-000125","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","578","578","In case of the removal of the President from office or of his death or resignation, the Vice President shall become President.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000048","25","XXV","CONST.AMENDMENT.25","2","US-AM-SEG-000127","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","582","582","Whenever there is a vacancy in the office of the Vice President, the President shall nominate a Vice President who shall take office upon confirmation by a majority vote of both Houses of Congress.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
"US-AM-ATOM-CAND-000049","25","XXV","CONST.AMENDMENT.25","3","US-AM-SEG-000129","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","586","586","Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","AUTHORITATIVE-OPERATIVE-TEXT","UNASSESSED","UNASSESSED","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED","PENDING-ATOMICITY-REVIEW"
